FIR_ID,Timestamp,City,State,Address,Latitude,Longitude,Crime_Type,IPC_Section,Police_Station,Status
FIR6080,2023-01-04 19:16:26,Guwahati,Assam,"511 Gali, Guwahati, Assam",26.23036,91.883516,Dowry,IPC 420,Gurgaon East,Under Investigation
FIR6081,2025-02-12 02:04:29,Mumbai,Maharashtra,"886 Main Road, Mumbai, Maharashtra",18.777843,72.76164,Burglary,IPC 376,Karol Bagh,Under Investigation
FIR6082,2023-09-02 07:04:34,Delhi,Delhi,"469 Main Road, Delhi, Delhi",28.509211,77.237307,Assault,IPC 420,Dwarka,Under Investigation
FIR6083,2025-11-30 17:51:42,Srinagar,Jammu & Kashmir,"352 Sector, Srinagar, Jammu & Kashmir",34.002658,74.605407,Cyber Crime,IPC 323,Karol Bagh,Closed
FIR6084,2025-02-09 03:06:20,Lucknow,Uttar Pradesh,"427 Main Road, Lucknow, Uttar Pradesh",26.694004,80.75755,Harassment,IPC 323,RK Puram,Closed
FIR6085,2025-12-06 07:55:39,Guwahati,Assam,"417 Sector, Guwahati, Assam",26.169726,91.551634,Fraud,IPC 376,Lajpat Nagar,Under Investigation
FIR6086,2023-12-12 18:54:45,Srinagar,Jammu & Kashmir,"248 Gali, Srinagar, Jammu & Kashmir",34.284039,75.00223,Burglary,IPC 420,Karol Bagh,Charge Sheet Filed
FIR6087,2024-03-10 10:49:18,Lucknow,Uttar Pradesh,"854 Sector, Lucknow, Uttar Pradesh",26.923112,80.852205,Harassment,IPC 498A,Dwarka,Charge Sheet Filed
FIR6088,2023-10-14 07:12:57,Delhi,Delhi,"456 Main Road, Delhi, Delhi",28.751221,77.286128,Kidnapping,IPC 363,RK Puram,Under Investigation
FIR6089,2025-01-23 11:09:56,Chennai,Tamil Nadu,"575 Sector, Chennai, Tamil Nadu",13.301066,79.994152,Harassment,IPC 376,Karol Bagh,Closed
FIR6090,2023-12-03 17:12:50,Mumbai,Maharashtra,"731 Sector, Mumbai, Maharashtra",19.146151,73.136713,Harassment,IPC 420,Lajpat Nagar,Charge Sheet Filed
FIR6091,2024-11-13 18:24:36,Chennai,Tamil Nadu,"158 Gali, Chennai, Tamil Nadu",12.933864,80.399848,Assault,IPC 376,Gurgaon East,Charge Sheet Filed
FIR6092,2023-09-15 13:52:06,Srinagar,Jammu & Kashmir,"259 Gali, Srinagar, Jammu & Kashmir",34.066455,74.635312,Harassment,IPC 363,RK Puram,Closed
FIR6093,2023-08-01 09:58:52,Guwahati,Assam,"129 Main Road, Guwahati, Assam",26.365062,91.866419,Cyber Crime,IPC 392,RK Puram,Closed
FIR6094,2025-09-10 04:46:55,Lucknow,Uttar Pradesh,"997 Gali, Lucknow, Uttar Pradesh",26.75028,80.895246,Cyber Crime,IPC 376,Gurgaon East,Charge Sheet Filed
FIR6095,2024-03-04 12:32:24,Delhi,Delhi,"375 Sector, Delhi, Delhi",28.719788,77.269916,Burglary,IPC 420,Karol Bagh,Under Investigation
FIR6096,2024-09-28 02:16:11,Patna,Bihar,"957 Main Road, Patna, Bihar",25.751435,85.22512,Burglary,IPC 323,Gurgaon East,Closed
FIR6097,2023-12-12 11:54:31,Hyderabad,Telangana,"535 Main Road, Hyderabad, Telangana",17.320899,78.301247,Kidnapping,IPC 323,Lajpat Nagar,Under Investigation
FIR6098,2023-08-10 18:27:28,Lucknow,Uttar Pradesh,"186 Gali, Lucknow, Uttar Pradesh",26.560119,80.693618,Theft,IPC 363,Noida Sector 20,Charge Sheet Filed
FIR6099,2023-09-24 04:00:15,Srinagar,Jammu & Kashmir,"833 Gali, Srinagar, Jammu & Kashmir",34.180047,74.828981,Murder,IPC 498A,Chanakyapuri,Closed
FIR6100,2024-09-20 00:22:02,Mumbai,Maharashtra,"383 Main Road, Mumbai, Maharashtra",19.335178,73.167062,Cyber Crime,IPC 392,Karol Bagh,Closed
FIR6101,2023-10-27 17:48:31,Mumbai,Maharashtra,"178 Gali, Mumbai, Maharashtra",18.996489,72.999758,Burglary,IPC 392,Karol Bagh,Under Investigation
FIR6102,2025-04-26 18:06:07,Srinagar,Jammu & Kashmir,"325 Main Road, Srinagar, Jammu & Kashmir",34.334806,74.948517,Theft,IPC 392,Noida Sector 20,Closed
FIR6103,2024-12-28 22:59:52,Jaipur,Rajasthan,"639 Sector, Jaipur, Rajasthan",26.966764,75.65938,Assault,IPC 420,RK Puram,Charge Sheet Filed
FIR6104,2024-08-17 03:20:51,Mumbai,Maharashtra,"778 Sector, Mumbai, Maharashtra",19.046325,73.023845,Cyber Crime,IPC 420,Gurgaon East,Closed
FIR6105,2025-11-28 14:33:34,Patna,Bihar,"371 Gali, Patna, Bihar",25.713405,85.429088,Burglary,IPC 498A,RK Puram,Charge Sheet Filed
FIR6106,2025-10-16 23:04:36,Kolkata,West Bengal,"427 Gali, Kolkata, West Bengal",22.332955,88.294813,Fraud,IPC 392,Lajpat Nagar,Closed
FIR6107,2023-01-01 17:06:53,Delhi,Delhi,"864 Sector, Delhi, Delhi",28.543753,77.494942,Fraud,IPC 323,Karol Bagh,Under Investigation
FIR6108,2025-12-29 13:52:59,Hyderabad,Telangana,"236 Gali, Hyderabad, Telangana",17.190563,78.640527,Assault,IPC 420,Lajpat Nagar,Charge Sheet Filed
FIR6109,2024-06-21 03:17:13,Hyderabad,Telangana,"964 Gali, Hyderabad, Telangana",17.38022,78.513415,Murder,IPC 498A,Lajpat Nagar,Under Investigation
FIR6110,2024-05-12 18:52:56,Prayagraj,Uttar Pradesh,"480 Gali, Prayagraj, Uttar Pradesh",25.26878,81.76778,Burglary,IPC 420,Gurgaon East,Charge Sheet Filed
FIR6111,2024-08-06 06:48:41,Patna,Bihar,"937 Sector, Patna, Bihar",25.695179,85.072002,Cyber Crime,IPC 323,Lajpat Nagar,Under Investigation
FIR6112,2024-07-11 08:17:43,Lucknow,Uttar Pradesh,"589 Gali, Lucknow, Uttar Pradesh",26.980979,81.184252,Assault,IPC 363,Gurgaon East,Charge Sheet Filed
FIR6113,2023-10-06 08:30:21,Prayagraj,Uttar Pradesh,"334 Gali, Prayagraj, Uttar Pradesh",25.469071,81.935566,Fraud,IPC 392,Lajpat Nagar,Under Investigation
FIR6114,2023-10-30 06:03:41,Prayagraj,Uttar Pradesh,"636 Sector, Prayagraj, Uttar Pradesh",25.616578,81.645293,Cyber Crime,IPC 392,Dwarka,Charge Sheet Filed
FIR6115,2025-06-30 09:45:09,Patna,Bihar,"562 Main Road, Patna, Bihar",25.880711,84.971352,Harassment,IPC 392,Dwarka,Charge Sheet Filed
FIR6116,2024-12-28 19:07:26,Prayagraj,Uttar Pradesh,"142 Sector, Prayagraj, Uttar Pradesh",25.168691,81.882908,Murder,IPC 498A,Dwarka,Charge Sheet Filed
FIR6117,2024-07-22 11:48:32,Chennai,Tamil Nadu,"689 Gali, Chennai, Tamil Nadu",13.196973,80.240952,Harassment,IPC 392,Gurgaon East,Closed
FIR6118,2023-08-01 22:57:39,Chennai,Tamil Nadu,"964 Main Road, Chennai, Tamil Nadu",13.123084,80.386525,Burglary,IPC 363,RK Puram,Under Investigation
FIR6119,2023-09-19 10:33:40,Delhi,Delhi,"153 Sector, Delhi, Delhi",28.634064,76.973268,Murder,IPC 498A,Dwarka,Charge Sheet Filed
FIR6120,2023-12-26 10:21:32,Kolkata,West Bengal,"856 Gali, Kolkata, West Bengal",22.31674,88.317856,Theft,IPC 363,Karol Bagh,Charge Sheet Filed
FIR6121,2023-04-15 23:52:16,Prayagraj,Uttar Pradesh,"744 Gali, Prayagraj, Uttar Pradesh",25.374581,81.728867,Theft,IPC 420,RK Puram,Under Investigation
FIR6122,2024-02-02 18:25:15,Patna,Bihar,"163 Sector, Patna, Bihar",25.8606,85.277668,Burglary,IPC 323,Karol Bagh,Charge Sheet Filed
FIR6123,2024-03-09 15:29:31,Guwahati,Assam,"552 Sector, Guwahati, Assam",25.909424,91.793644,Kidnapping,IPC 420,Lajpat Nagar,Under Investigation
FIR6124,2025-11-06 07:33:06,Chennai,Tamil Nadu,"264 Main Road, Chennai, Tamil Nadu",13.011897,80.418636,Theft,IPC 498A,Lajpat Nagar,Charge Sheet Filed
FIR6125,2025-09-19 21:49:42,Mumbai,Maharashtra,"926 Gali, Mumbai, Maharashtra",18.790148,73.126511,Cyber Crime,IPC 363,Karol Bagh,Charge Sheet Filed
FIR6126,2024-08-15 14:34:33,Chennai,Tamil Nadu,"434 Sector, Chennai, Tamil Nadu",13.31202,80.212641,Assault,IPC 498A,Dwarka,Closed
FIR6127,2024-10-28 23:47:58,Prayagraj,Uttar Pradesh,"724 Gali, Prayagraj, Uttar Pradesh",25.573645,81.723747,Harassment,IPC 392,Gurgaon East,Under Investigation
FIR6128,2025-12-24 13:26:39,Srinagar,Jammu & Kashmir,"192 Main Road, Srinagar, Jammu & Kashmir",33.929952,74.751435,Dowry,IPC 302,Karol Bagh,Closed
FIR6129,2023-04-03 16:34:04,Kolkata,West Bengal,"221 Sector, Kolkata, West Bengal",22.488968,88.604705,Fraud,IPC 376,Gurgaon East,Charge Sheet Filed
FIR6130,2025-08-27 04:52:35,Chennai,Tamil Nadu,"786 Gali, Chennai, Tamil Nadu",12.948112,80.170467,Cyber Crime,IPC 323,Dwarka,Charge Sheet Filed
FIR6131,2023-01-04 18:57:57,Bangalore,Karnataka,"174 Sector, Bangalore, Karnataka",12.780308,77.340179,Fraud,IPC 392,Lajpat Nagar,Charge Sheet Filed
FIR6132,2025-02-12 04:42:59,Prayagraj,Uttar Pradesh,"960 Main Road, Prayagraj, Uttar Pradesh",25.47867,81.942273,Murder,IPC 376,Lajpat Nagar,Closed
FIR6133,2023-02-07 04:55:54,Lucknow,Uttar Pradesh,"615 Sector, Lucknow, Uttar Pradesh",27.044113,80.706171,Assault,IPC 302,RK Puram,Under Investigation
FIR6134,2024-10-10 16:17:11,Prayagraj,Uttar Pradesh,"197 Gali, Prayagraj, Uttar Pradesh",25.657738,81.869908,Assault,IPC 420,Dwarka,Charge Sheet Filed
FIR6135,2025-07-10 06:57:56,Bangalore,Karnataka,"993 Gali, Bangalore, Karnataka",12.760196,77.414343,Cyber Crime,IPC 323,Gurgaon East,Charge Sheet Filed
FIR6136,2025-03-09 00:41:04,Chennai,Tamil Nadu,"528 Main Road, Chennai, Tamil Nadu",13.078664,80.021047,Murder,IPC 302,Lajpat Nagar,Under Investigation
FIR6137,2025-01-02 05:27:27,Patna,Bihar,"458 Main Road, Patna, Bihar",25.448475,85.268435,Fraud,IPC 302,Gurgaon East,Charge Sheet Filed
FIR6138,2024-03-25 22:24:34,Jaipur,Rajasthan,"373 Sector, Jaipur, Rajasthan",27.032452,75.604485,Fraud,IPC 392,RK Puram,Charge Sheet Filed
FIR6139,2023-08-23 15:19:39,Jaipur,Rajasthan,"203 Sector, Jaipur, Rajasthan",27.179681,76.009415,Murder,IPC 420,Chanakyapuri,Under Investigation
FIR6140,2023-08-06 09:39:25,Hyderabad,Telangana,"944 Sector, Hyderabad, Telangana",17.589122,78.501961,Theft,IPC 363,Karol Bagh,Closed
FIR6141,2023-05-23 19:46:17,Kolkata,West Bengal,"145 Main Road, Kolkata, West Bengal",22.446242,88.205533,Harassment,IPC 498A,Dwarka,Charge Sheet Filed
FIR6142,2025-02-09 15:07:13,Chennai,Tamil Nadu,"725 Gali, Chennai, Tamil Nadu",13.049733,80.245845,Cyber Crime,IPC 392,Lajpat Nagar,Closed
FIR6143,2023-06-01 17:34:30,Lucknow,Uttar Pradesh,"935 Main Road, Lucknow, Uttar Pradesh",27.071889,81.071676,Theft,IPC 420,RK Puram,Charge Sheet Filed
FIR6144,2025-10-24 09:18:29,Kolkata,West Bengal,"702 Sector, Kolkata, West Bengal",22.487351,88.410263,Harassment,IPC 302,Chanakyapuri,Closed
FIR6145,2024-10-06 17:32:56,Hyderabad,Telangana,"178 Main Road, Hyderabad, Telangana",17.473632,78.686394,Burglary,IPC 392,RK Puram,Under Investigation
FIR6146,2025-12-26 19:31:24,Hyderabad,Telangana,"578 Sector, Hyderabad, Telangana",17.405345,78.627202,Kidnapping,IPC 302,Noida Sector 20,Closed
FIR6147,2023-01-13 10:02:18,Delhi,Delhi,"546 Sector, Delhi, Delhi",28.759167,77.060482,Fraud,IPC 420,Karol Bagh,Charge Sheet Filed
FIR6148,2023-01-29 17:18:33,Hyderabad,Telangana,"201 Gali, Hyderabad, Telangana",17.275645,78.232468,Assault,IPC 392,Chanakyapuri,Charge Sheet Filed
FIR6149,2024-03-15 20:49:23,Prayagraj,Uttar Pradesh,"859 Main Road, Prayagraj, Uttar Pradesh",25.670459,82.061741,Assault,IPC 363,Chanakyapuri,Under Investigation
FIR6150,2024-09-09 22:18:29,Chennai,Tamil Nadu,"886 Gali, Chennai, Tamil Nadu",13.326097,80.27051,Dowry,IPC 376,Dwarka,Under Investigation
FIR6151,2025-10-28 09:50:14,Prayagraj,Uttar Pradesh,"303 Sector, Prayagraj, Uttar Pradesh",25.454041,82.068396,Assault,IPC 302,Noida Sector 20,Under Investigation
FIR6152,2023-09-04 23:07:03,Patna,Bihar,"659 Main Road, Patna, Bihar",25.863804,84.86959,Theft,IPC 420,Chanakyapuri,Under Investigation
FIR6153,2024-03-18 00:27:45,Chennai,Tamil Nadu,"473 Gali, Chennai, Tamil Nadu",13.207952,80.446215,Dowry,IPC 363,Chanakyapuri,Under Investigation
FIR6154,2025-02-27 22:56:51,Delhi,Delhi,"843 Sector, Delhi, Delhi",28.629281,77.280407,Harassment,IPC 363,RK Puram,Under Investigation
FIR6155,2025-04-08 20:57:30,Srinagar,Jammu & Kashmir,"977 Main Road, Srinagar, Jammu & Kashmir",34.18551,74.823949,Assault,IPC 420,RK Puram,Closed
FIR6156,2025-08-03 05:27:29,Prayagraj,Uttar Pradesh,"301 Main Road, Prayagraj, Uttar Pradesh",25.45215,81.773712,Cyber Crime,IPC 498A,Karol Bagh,Closed
FIR6157,2025-05-22 17:03:13,Chennai,Tamil Nadu,"109 Gali, Chennai, Tamil Nadu",13.14129,80.296131,Murder,IPC 392,Gurgaon East,Closed
FIR6158,2025-08-13 13:28:21,Patna,Bihar,"289 Gali, Patna, Bihar",25.622878,85.398816,Harassment,IPC 363,Chanakyapuri,Charge Sheet Filed
FIR6159,2024-06-25 01:35:07,Guwahati,Assam,"160 Gali, Guwahati, Assam",26.348505,91.909034,Cyber Crime,IPC 376,Lajpat Nagar,Charge Sheet Filed
FIR6160,2024-12-06 21:26:06,Guwahati,Assam,"793 Gali, Guwahati, Assam",26.068833,91.846792,Dowry,IPC 420,Noida Sector 20,Charge Sheet Filed
FIR6161,2025-06-09 10:47:33,Srinagar,Jammu & Kashmir,"727 Sector, Srinagar, Jammu & Kashmir",33.872844,74.660599,Cyber Crime,IPC 498A,Dwarka,Charge Sheet Filed
FIR6162,2025-09-19 20:07:39,Prayagraj,Uttar Pradesh,"231 Main Road, Prayagraj, Uttar Pradesh",25.242813,81.546752,Burglary,IPC 376,Noida Sector 20,Charge Sheet Filed
FIR6163,2023-06-13 01:58:24,Hyderabad,Telangana,"457 Sector, Hyderabad, Telangana",17.245283,78.614629,Harassment,IPC 302,Karol Bagh,Charge Sheet Filed
FIR6164,2025-09-28 12:42:24,Mumbai,Maharashtra,"724 Sector, Mumbai, Maharashtra",18.933947,72.962397,Assault,IPC 392,Lajpat Nagar,Charge Sheet Filed
FIR6165,2025-02-15 18:06:04,Srinagar,Jammu & Kashmir,"526 Sector, Srinagar, Jammu & Kashmir",33.912067,74.717295,Dowry,IPC 323,Dwarka,Closed
FIR6166,2025-03-18 03:35:15,Bangalore,Karnataka,"388 Gali, Bangalore, Karnataka",12.72441,77.580122,Murder,IPC 302,Dwarka,Closed
FIR6167,2024-11-11 18:10:32,Chennai,Tamil Nadu,"428 Gali, Chennai, Tamil Nadu",13.20861,79.973804,Harassment,IPC 392,RK Puram,Closed
FIR6168,2023-10-15 10:46:41,Lucknow,Uttar Pradesh,"931 Gali, Lucknow, Uttar Pradesh",27.01083,80.773121,Kidnapping,IPC 420,Chanakyapuri,Under Investigation
FIR6169,2025-10-03 13:46:38,Mumbai,Maharashtra,"746 Sector, Mumbai, Maharashtra",18.995254,73.149069,Cyber Crime,IPC 376,Gurgaon East,Closed
FIR6170,2023-05-07 20:07:15,Srinagar,Jammu & Kashmir,"883 Gali, Srinagar, Jammu & Kashmir",33.982314,74.616142,Murder,IPC 498A,RK Puram,Charge Sheet Filed
FIR6171,2024-04-14 03:29:11,Jaipur,Rajasthan,"350 Main Road, Jaipur, Rajasthan",26.977577,75.554982,Theft,IPC 302,Karol Bagh,Under Investigation
FIR6172,2025-08-08 00:46:08,Srinagar,Jammu & Kashmir,"810 Sector, Srinagar, Jammu & Kashmir",33.833805,74.650891,Murder,IPC 323,Dwarka,Closed
FIR6173,2025-04-16 16:27:22,Bangalore,Karnataka,"233 Sector, Bangalore, Karnataka",12.708529,77.626704,Cyber Crime,IPC 363,Lajpat Nagar,Under Investigation
FIR6174,2025-01-24 19:22:27,Jaipur,Rajasthan,"507 Sector, Jaipur, Rajasthan",27.127849,75.565938,Burglary,IPC 323,Noida Sector 20,Closed
FIR6175,2024-05-08 06:05:20,Patna,Bihar,"390 Sector, Patna, Bihar",25.301806,85.178388,Dowry,IPC 302,RK Puram,Charge Sheet Filed
FIR6176,2024-08-31 03:21:59,Chennai,Tamil Nadu,"866 Gali, Chennai, Tamil Nadu",12.997821,80.035225,Theft,IPC 302,Noida Sector 20,Closed
FIR6177,2025-09-30 11:18:58,Lucknow,Uttar Pradesh,"272 Sector, Lucknow, Uttar Pradesh",27.002352,81.211822,Kidnapping,IPC 376,Dwarka,Under Investigation
FIR6178,2025-11-01 15:41:30,Kolkata,West Bengal,"330 Sector, Kolkata, West Bengal",22.586005,88.508725,Fraud,IPC 498A,Noida Sector 20,Charge Sheet Filed
FIR6179,2024-04-05 20:30:12,Jaipur,Rajasthan,"614 Gali, Jaipur, Rajasthan",26.720529,76.040504,Harassment,IPC 376,Gurgaon East,Closed
FIR6180,2025-11-12 20:00:15,Srinagar,Jammu & Kashmir,"454 Main Road, Srinagar, Jammu & Kashmir",33.884952,74.98618,Dowry,IPC 302,Lajpat Nagar,Closed
FIR6181,2024-05-23 23:36:37,Srinagar,Jammu & Kashmir,"549 Sector, Srinagar, Jammu & Kashmir",34.096314,74.864398,Murder,IPC 392,Dwarka,Charge Sheet Filed
FIR6182,2024-03-05 05:28:15,Jaipur,Rajasthan,"475 Sector, Jaipur, Rajasthan",27.10268,75.963631,Fraud,IPC 323,Lajpat Nagar,Charge Sheet Filed
FIR6183,2025-08-20 11:34:02,Lucknow,Uttar Pradesh,"574 Gali, Lucknow, Uttar Pradesh",27.12006,80.759438,Murder,IPC 498A,Noida Sector 20,Under Investigation
FIR6184,2025-03-30 07:14:20,Srinagar,Jammu & Kashmir,"134 Gali, Srinagar, Jammu & Kashmir",33.928096,74.588496,Kidnapping,IPC 363,RK Puram,Under Investigation
FIR6185,2023-02-18 23:37:06,Hyderabad,Telangana,"968 Gali, Hyderabad, Telangana",17.626553,78.545505,Cyber Crime,IPC 302,Dwarka,Under Investigation
FIR6186,2024-08-20 17:31:39,Chennai,Tamil Nadu,"683 Main Road, Chennai, Tamil Nadu",13.156532,80.338806,Fraud,IPC 323,Gurgaon East,Closed
FIR6187,2025-05-11 03:01:49,Lucknow,Uttar Pradesh,"687 Sector, Lucknow, Uttar Pradesh",26.676075,81.096201,Cyber Crime,IPC 376,Lajpat Nagar,Under Investigation
FIR6188,2025-09-17 05:54:22,Hyderabad,Telangana,"421 Main Road, Hyderabad, Telangana",17.562721,78.25148,Harassment,IPC 420,RK Puram,Charge Sheet Filed
FIR6189,2025-04-09 03:38:23,Hyderabad,Telangana,"884 Sector, Hyderabad, Telangana",17.648018,78.314681,Assault,IPC 420,RK Puram,Under Investigation
FIR6190,2025-09-30 11:36:17,Prayagraj,Uttar Pradesh,"752 Main Road, Prayagraj, Uttar Pradesh",25.529893,81.926209,Assault,IPC 498A,RK Puram,Charge Sheet Filed
FIR6191,2024-10-24 21:43:00,Lucknow,Uttar Pradesh,"181 Main Road, Lucknow, Uttar Pradesh",27.064199,80.64874,Theft,IPC 363,Noida Sector 20,Closed
FIR6192,2025-01-10 11:58:28,Bangalore,Karnataka,"375 Main Road, Bangalore, Karnataka",12.734245,77.594809,Theft,IPC 302,Noida Sector 20,Under Investigation
FIR6193,2025-09-11 07:25:38,Hyderabad,Telangana,"886 Sector, Hyderabad, Telangana",17.301368,78.453954,Burglary,IPC 363,Dwarka,Closed
FIR6194,2025-10-02 17:03:44,Lucknow,Uttar Pradesh,"724 Gali, Lucknow, Uttar Pradesh",26.843981,80.769833,Burglary,IPC 376,Gurgaon East,Closed
FIR6195,2025-05-09 20:12:30,Lucknow,Uttar Pradesh,"110 Sector, Lucknow, Uttar Pradesh",27.029784,80.938313,Burglary,IPC 363,RK Puram,Charge Sheet Filed
FIR6196,2023-09-24 02:09:31,Delhi,Delhi,"151 Sector, Delhi, Delhi",28.88504,77.499977,Burglary,IPC 376,RK Puram,Closed
FIR6197,2024-01-13 03:21:38,Chennai,Tamil Nadu,"494 Main Road, Chennai, Tamil Nadu",13.165569,80.267382,Kidnapping,IPC 363,Chanakyapuri,Charge Sheet Filed
FIR6198,2024-09-21 04:00:47,Delhi,Delhi,"965 Gali, Delhi, Delhi",28.908351,76.986608,Cyber Crime,IPC 392,RK Puram,Under Investigation
FIR6199,2025-01-05 23:02:31,Delhi,Delhi,"831 Gali, Delhi, Delhi",28.717092,77.154333,Harassment,IPC 498A,Dwarka,Closed
FIR6200,2025-10-16 11:13:17,Kolkata,West Bengal,"953 Gali, Kolkata, West Bengal",22.869856,88.123012,Theft,IPC 392,Noida Sector 20,Under Investigation
FIR6201,2023-05-08 08:58:13,Jaipur,Rajasthan,"845 Gali, Jaipur, Rajasthan",27.061322,75.676886,Harassment,IPC 323,Noida Sector 20,Under Investigation
FIR6202,2023-10-19 21:51:44,Mumbai,Maharashtra,"640 Sector, Mumbai, Maharashtra",19.240599,73.121995,Theft,IPC 420,Gurgaon East,Charge Sheet Filed
FIR6203,2023-09-17 22:03:20,Guwahati,Assam,"849 Gali, Guwahati, Assam",26.359588,91.770828,Harassment,IPC 420,Dwarka,Under Investigation
FIR6204,2025-10-02 03:48:20,Bangalore,Karnataka,"206 Sector, Bangalore, Karnataka",13.262797,77.658321,Dowry,IPC 392,Gurgaon East,Charge Sheet Filed
FIR6205,2025-12-29 15:41:42,Delhi,Delhi,"417 Sector, Delhi, Delhi",28.850831,77.231537,Harassment,IPC 376,Chanakyapuri,Under Investigation
FIR6206,2023-11-14 14:20:05,Srinagar,Jammu & Kashmir,"400 Main Road, Srinagar, Jammu & Kashmir",33.924966,74.854862,Murder,IPC 323,Chanakyapuri,Charge Sheet Filed
FIR6207,2025-11-16 02:52:47,Lucknow,Uttar Pradesh,"745 Sector, Lucknow, Uttar Pradesh",26.627609,81.049295,Theft,IPC 302,Lajpat Nagar,Under Investigation
FIR6208,2023-12-08 12:24:53,Delhi,Delhi,"311 Main Road, Delhi, Delhi",28.65117,77.270273,Assault,IPC 498A,RK Puram,Charge Sheet Filed
FIR6209,2024-06-12 18:50:31,Guwahati,Assam,"259 Sector, Guwahati, Assam",25.864154,91.671123,Dowry,IPC 302,Lajpat Nagar,Closed
FIR6210,2025-07-06 10:57:23,Kolkata,West Bengal,"680 Gali, Kolkata, West Bengal",22.614704,88.341455,Burglary,IPC 498A,Karol Bagh,Under Investigation
FIR6211,2023-06-11 22:57:12,Lucknow,Uttar Pradesh,"580 Gali, Lucknow, Uttar Pradesh",26.575736,81.015286,Theft,IPC 363,RK Puram,Under Investigation
FIR6212,2023-12-25 10:52:05,Mumbai,Maharashtra,"885 Main Road, Mumbai, Maharashtra",19.351725,72.824025,Burglary,IPC 376,Gurgaon East,Closed
FIR6213,2023-12-03 18:44:35,Chennai,Tamil Nadu,"215 Main Road, Chennai, Tamil Nadu",12.974282,80.27179,Theft,IPC 376,Lajpat Nagar,Charge Sheet Filed
FIR6214,2025-11-10 14:18:49,Hyderabad,Telangana,"276 Main Road, Hyderabad, Telangana",17.152646,78.365227,Theft,IPC 363,Dwarka,Charge Sheet Filed
FIR6215,2023-09-22 23:42:17,Chennai,Tamil Nadu,"615 Main Road, Chennai, Tamil Nadu",13.210401,80.191503,Kidnapping,IPC 392,Dwarka,Charge Sheet Filed
FIR6216,2024-12-16 08:20:56,Mumbai,Maharashtra,"321 Gali, Mumbai, Maharashtra",19.149461,73.105668,Theft,IPC 323,Noida Sector 20,Closed
FIR6217,2023-02-28 16:05:45,Srinagar,Jammu & Kashmir,"222 Main Road, Srinagar, Jammu & Kashmir",33.906079,74.630645,Murder,IPC 420,Dwarka,Closed
FIR6218,2025-10-17 21:48:45,Kolkata,West Bengal,"314 Main Road, Kolkata, West Bengal",22.554689,88.522062,Dowry,IPC 323,Lajpat Nagar,Under Investigation
FIR6219,2025-07-20 06:16:58,Srinagar,Jammu & Kashmir,"869 Main Road, Srinagar, Jammu & Kashmir",34.224419,74.910391,Fraud,IPC 323,Karol Bagh,Closed
FIR6220,2023-02-27 07:36:16,Patna,Bihar,"456 Main Road, Patna, Bihar",25.658458,85.341172,Assault,IPC 376,RK Puram,Charge Sheet Filed
FIR6221,2025-01-25 02:15:53,Bangalore,Karnataka,"567 Main Road, Bangalore, Karnataka",13.183213,77.466373,Assault,IPC 302,Noida Sector 20,Under Investigation
FIR6222,2025-06-04 09:01:25,Bangalore,Karnataka,"250 Main Road, Bangalore, Karnataka",12.965112,77.444162,Burglary,IPC 498A,Lajpat Nagar,Under Investigation
FIR6223,2023-04-29 21:42:22,Mumbai,Maharashtra,"523 Sector, Mumbai, Maharashtra",19.3632,72.781157,Cyber Crime,IPC 376,Lajpat Nagar,Charge Sheet Filed
FIR6224,2025-11-16 15:30:19,Prayagraj,Uttar Pradesh,"932 Main Road, Prayagraj, Uttar Pradesh",25.148365,81.936465,Cyber Crime,IPC 302,Lajpat Nagar,Under Investigation
FIR6225,2024-10-09 23:06:30,Delhi,Delhi,"631 Main Road, Delhi, Delhi",28.623237,77.330302,Harassment,IPC 420,Gurgaon East,Under Investigation
FIR6226,2023-07-15 18:35:41,Lucknow,Uttar Pradesh,"259 Main Road, Lucknow, Uttar Pradesh",26.877293,81.141304,Harassment,IPC 302,Gurgaon East,Under Investigation
FIR6227,2023-10-03 14:50:14,Kolkata,West Bengal,"229 Main Road, Kolkata, West Bengal",22.482924,88.364034,Assault,IPC 420,Lajpat Nagar,Under Investigation
FIR6228,2024-11-17 07:15:01,Srinagar,Jammu & Kashmir,"175 Sector, Srinagar, Jammu & Kashmir",34.213986,74.914083,Fraud,IPC 363,Noida Sector 20,Closed
FIR6229,2023-03-03 08:52:50,Patna,Bihar,"844 Main Road, Patna, Bihar",25.889906,85.195888,Murder,IPC 363,Noida Sector 20,Under Investigation
FIR6230,2025-12-09 00:50:29,Jaipur,Rajasthan,"301 Main Road, Jaipur, Rajasthan",27.21185,75.563885,Burglary,IPC 498A,Gurgaon East,Charge Sheet Filed
FIR6231,2024-05-30 03:18:59,Delhi,Delhi,"279 Sector, Delhi, Delhi",28.641675,77.336369,Cyber Crime,IPC 302,RK Puram,Closed
FIR6232,2024-04-04 17:17:57,Lucknow,Uttar Pradesh,"209 Sector, Lucknow, Uttar Pradesh",26.951978,80.938062,Dowry,IPC 498A,Lajpat Nagar,Charge Sheet Filed
FIR6233,2025-12-14 13:30:21,Guwahati,Assam,"601 Sector, Guwahati, Assam",26.364239,91.491743,Dowry,IPC 392,Karol Bagh,Closed
FIR6234,2025-06-27 20:21:49,Lucknow,Uttar Pradesh,"928 Sector, Lucknow, Uttar Pradesh",26.548242,80.902535,Harassment,IPC 363,Chanakyapuri,Charge Sheet Filed
